Category,Score,World Rank,University Name
income,42.90,601-800,Federal University of Santa Catarina
income,59.00,601-800,Federal University of Viçosa
income,33.90,601-800,Feng Chia University
income,33.40,601-800,Florida Institute of Technology
income,47.00,601-800,Fu Jen Catholic University
income,36.80,601-800,Gdańsk University of Technology
income,32.80,601-800,Gifu University
income,29.90,601-800,Glasgow Caledonian University
income,30.00,601-800,University of Greenwich
income,28.20,601-800,Hacettepe University
income,28.00,601-800,University of Huddersfield
income,46.70,601-800,Hunan University
income,29.20,601-800,University of Ibadan
income,40.00,601-800,University of Indonesia
income,64.70,601-800,Inha University
income,41.00,601-800,I-Shou University
income,100.00,601-800,Istanbul University
income,28.00,601-800,Jagiellonian University
income,42.10,601-800,Jilin University
income,28.80,601-800,University of Jordan
income,31.40,601-800,Jordan University of Science and Technology
income,51.10,601-800,Juntendo University
income,45.50,601-800,K.N. Toosi University of Technology
income,33.20,601-800,Kaohsiung Medical University
income,35.70,601-800,Khon Kaen University
income,70.30,601-800,King Mongkut’s University of Technology Thonburi
income,28.50,601-800,Kingston University
income,33.20,601-800,Kinki University
income,45.10,601-800,Kobe University
income,36.00,601-800,Konkuk University
income,43.10,601-800,Kumamoto University
income,34.90,601-800,Kyungpook National University
income,44.10,601-800,Kyushu Institute of Technology
income,28.30,601-800,University of Latvia
income,31.80,601-800,Lille 1 University – Science and Technology
income,29.30,601-800,University of Lincoln
income,32.30,601-800,University of Ljubljana
income,29.20,601-800,University of Marrakech Cadi Ayyad
income,30.20,601-800,Miami University
income,28.00,601-800,Moscow Institute of Physics and Technology
income,29.50,601-800,University of Murcia
income,28.00,601-800,University of Nairobi
income,31.30,601-800,National Chengchi University
income,40.80,601-800,National Chung Cheng University
income,42.50,601-800,National Chung Hsing University
income,81.30,601-800,National Taipei University of Technology
income,49.30,601-800,National Taiwan Ocean University
income,28.60,601-800,National University of Córdoba
income,67.20,601-800,National University of Science and Technology (MISiS)
income,31.30,601-800,National University of Sciences and Technology
income,33.00,601-800,Niigata University
income,29.10,601-800,Northumbria University
income,28.00,601-800,Northwestern Polytechnical University
income,28.40,601-800,Nottingham Trent University
income,30.30,601-800,Oakland University
income,50.10,601-800,Ocean University of China
income,30.10,601-800,Ohio University
income,48.00,601-800,Okayama University
income,41.50,601-800,Osaka Prefecture University
income,28.30,601-800,University of Pardubice
income,28.00,601-800,University of Paris North – Paris 13
income,28.50,601-800,Paris-Sorbonne University – Paris 4
income,48.30,601-800,University of Patras
income,28.40,601-800,University of Pécs
income,43.80,601-800,Polytechnic University of Valencia
income,28.00,601-800,Pontifical Catholic University of Paraná
income,52.30,601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)
income,44.30,601-800,Pontifical Catholic University of Valparaíso
income,31.60,601-800,Prince of Songkla University
income,55.20,601-800,Qatar University
income,30.80,601-800,Rio de Janeiro State University (UERJ)
income,30.40,601-800,Rochester Institute of Technology
income,29.60,601-800,Saitama University
income,28.80,601-800,University of Salford
income,31.00,601-800,"University of Santiago, Chile (USACH)"
income,40.10,601-800,São Paulo State University (UNESP)
income,29.30,601-800,Savitribai Phule Pune University
income,89.70,601-800,University of Science and Technology Beijing
income,35.40,601-800,Sejong University
income,28.90,601-800,University of Seoul
income,58.90,601-800,Shahid Beheshti University
income,45.70,601-800,Shanghai University
income,30.70,601-800,Shantou University
income,28.60,601-800,Sheffield Hallam University
income,31.60,601-800,Shinshu University
income,90.80,601-800,Sichuan University
income,28.10,601-800,University of Silesia in Katowice
income,33.20,601-800,Slovak University of Technology in Bratislava
income,46.80,601-800,Sogang University
income,29.50,601-800,Sophia University
income,28.80,601-800,University of South Africa
income,39.50,601-800,Southern Federal University
income,39.90,601-800,University of Southern Mississippi
income,28.80,601-800,University of Southern Queensland
income,37.60,601-800,Sultan Qaboos University
income,38.10,601-800,Suranaree University of Technology
income,33.20,601-800,University of Szeged
income,42.20,601-800,Taipei Medical University
income,28.00,601-800,Taras Shevchenko National University of Kyiv
income,38.30,601-800,Technical University of Madrid
income,34.40,601-800,Tokai University
income,59.60,601-800,Tokushima University
income,57.90,601-800,Tokyo University of Marine Science and Technology
income,37.60,601-800,Tokyo University of Science
income,44.00,601-800,Tomsk State University
income,34.50,601-800,Tottori University
income,50.30,601-800,Toyohashi University of Technology
income,28.40,601-800,Universiti Kebangsaan Malaysia
income,34.20,601-800,Universiti Putra Malaysia
income,34.40,601-800,Universiti Sains Malaysia
income,28.30,601-800,Universiti Teknologi MARA
income,35.60,601-800,Ural Federal University
income,28.80,601-800,V.N. Karazin Kharkiv National University
income,38.10,601-800,University of Vigo
income,41.00,601-800,Vilnius University
income,47.40,601-800,Warsaw University of Technology
income,32.40,601-800,Waseda University
income,32.10,601-800,University of West Bohemia
income,28.50,601-800,University of the West of England
income,28.50,601-800,University of Westminster
income,83.70,601-800,Xidian University
income,35.40,601-800,Yeungnam University
income,44.00,601-800,Yıldız Technical University
income,37.90,601-800,Yokohama City University
income,40.40,601-800,Yokohama National University
income,39.80,601-800,Yuan Ze University
research,97.60,1,California Institute of Technology
research,98.90,2,University of Oxford
research,96.20,3,Stanford University
research,96.70,4,University of Cambridge
research,88.60,5,Massachusetts Institute of Technology
research,99.00,6,Harvard University
research,91.90,7,Princeton University
research,88.50,8,Imperial College London
research,95.00,9,ETH Zurich – Swiss Federal Institute of Technology Zurich
research,88.90,10,University of Chicago
research,90.40,11,Johns Hopkins University
research,87.80,12,Yale University
research,91.10,13,"University of California, Berkeley"
research,91.00,14,University College London
research,82.20,15,Columbia University
research,88.60,16,"University of California, Los Angeles"
research,86.90,17,University of Pennsylvania
research,86.10,18,Cornell University
research,89.30,19,University of Toronto
research,78.00,20,Duke University
research,85.20,21,University of Michigan
research,88.80,22,Carnegie Mellon University
research,80.60,23,London School of Economics and Political Science
research,77.20,24,University of Edinburgh
research,78.40,25,Northwestern University
research,84.50,26,National University of Singapore
research,75.80,27,King’s College London
research,81.10,28,Karolinska Institute
research,77.40,29,LMU Munich
research,72.30,30,New York University
research,67.50,31,École Polytechnique Fédérale de Lausanne
research,70.00,32,University of Washington
research,75.50,33,University of Melbourne
research,73.20,34,University of British Columbia
research,76.90,35,KU Leuven
research,81.20,36,University of Illinois at Urbana-Champaign
research,69.60,37,Heidelberg University
research,72.10,38,McGill University
research,69.80,39,"University of California, San Diego"
research,66.00,39,"University of California, Santa Barbara"
research,72.70,41,Georgia Institute of Technology
research,72.40,42,Peking University
research,83.00,43,University of Tokyo
research,72.70,44,"University of California, Davis"
research,72.80,44,University of Hong Kong
research,69.70,46,University of Texas at Austin
research,83.00,47,Tsinghua University
research,66.90,47,Wageningen University and Research Center
research,77.00,49,Humboldt University of Berlin
research,68.20,50,University of Wisconsin-Madison
research,55.70,51,Brown University
research,77.30,52,Australian National University
research,66.00,53,Technical University of Munich
research,47.70,54,École Normale Supérieure
research,61.30,55,Nanyang Technological University
research,66.00,56,University of Manchester
research,68.10,56,University of Sydney
research,64.70,58,University of Amsterdam
research,66.10,59,Hong Kong University of Science and Technology
research,62.80,60,The University of Queensland
research,55.60,60,Washington University in St Louis
research,64.30,62,Utrecht University
research,54.50,63,University of North Carolina at Chapel Hill
research,49.50,64,Boston University
research,73.80,65,Delft University of Technology
research,61.00,65,University of Minnesota
research,63.10,67,Leiden University
research,58.90,68,University of Southern California
research,51.60,69,University of Bristol
research,51.90,70,Durham University
research,55.20,71,Erasmus University Rotterdam
research,72.20,72,Free University of Berlin
research,58.50,73,Monash University
research,56.90,74,University of Groningen
research,61.90,75,Pennsylvania State University
research,48.30,76,University of Glasgow
research,60.40,76,University of Helsinki
research,59.80,78,University of Tübingen
research,50.30,79,University of Pittsburgh
research,53.10,80,University of Warwick
research,61.00,81,Uppsala University
research,42.70,82,University of Copenhagen
research,53.90,82,University of New South Wales
research,51.10,84,University of Freiburg
research,70.50,85,Seoul National University
research,47.30,86,University of St Andrews
research,44.20,87,Vanderbilt University
research,69.30,88,Kyoto University
research,47.70,88,Maastricht University
research,37.10,90,Emory University
research,53.60,90,Lund University
research,46.60,90,Ohio State University
research,40.00,93,University of Exeter
research,47.50,94,University of Bonn
research,39.30,94,Georgetown University
research,44.80,94,McMaster University
research,48.80,97,University of Sheffield
research,41.30,98,Queen Mary University of London
research,54.50,99,University of Göttingen
research,52.60,99,Michigan State University
research,33.10,101,University of Basel
research,44.60,101,École Polytechnique
research,35.10,101,Rice University
research,35.80,104,Dartmouth College
research,31.50,104,University of Zurich
research,50.70,106,Aarhus University
research,41.80,106,"University of California, Irvine"
research,47.70,106,University of Mannheim
research,48.10,108,University of Notre Dame
research,46.10,109,University of Western Australia
research,56.30,110,RWTH Aachen University
research,43.60,110,University of Southampton
research,53.10,112,Scuola Normale Superiore di Pisa
research,45.50,113,University of Montreal
research,32.70,113,Pierre and Marie Curie University
research,57.70,113,Purdue University
research,47.10,116,Pohang University of Science and Technology
research,42.10,117,"University of Maryland, College Park"
research,54.50,118,Ghent University
research,41.80,119,University of Birmingham
research,42.50,120,University of Bern
research,38.70,120,University of Cape Town
research,56.80,120,University of Florida
research,39.70,123,University of Erlangen-Nuremberg
research,55.70,123,"Rutgers, the State University of New Jersey"
research,44.10,125,University of Münster
research,48.50,125,Radboud University Nijmegen
research,37.60,127,University of Colorado Boulder
research,33.30,127,Tufts University
research,33.20,129,"Royal Holloway, University of London"
research,41.40,130,Lancaster University
research,40.50,131,University of Geneva
research,46.30,131,University of York
research,33.20,133,Case Western Reserve University
research,39.00,133,University of Leeds
research,44.70,135,University of Oslo
research,51.20,136,Stockholm University
research,48.10,137,University of Alberta
research,48.50,138,Chinese University of Hong Kong
research,47.50,138,Karlsruhe Institute of Technology
research,37.20,140,University of Sussex
research,36.30,141,University of Massachusetts
research,50.50,142,University of Vienna
research,39.00,143,University of Nottingham
research,34.20,144,"University of California, Santa Cruz"
research,45.60,144,University of Lausanne
research,40.00,146,Autonomous University of Barcelona
research,37.50,147,University of Virginia
research,40.50,148,Korea Advanced Institute of Science and Technology (KAIST)
research,43.20,149,University of Adelaide
research,28.70,149,University of East Anglia
research,45.60,149,University of Twente
research,53.50,153,Sungkyunkwan University (SKKU)
research,37.10,154,VU University Amsterdam
research,44.30,155,KTH Royal Institute of Technology
research,38.00,156,University of Cologne
research,30.90,157,University of Liverpool
research,45.80,158,TU Dresden
research,27.90,158,University of Rochester
research,30.80,160,Trinity College Dublin
research,66.70,161,Lomonosov Moscow State University
research,22.30,161,University of Miami
research,41.80,163,University of Arizona
research,28.00,164,Pompeu Fabra University
research,37.30,164,University of Reading
research,23.70,164,Yeshiva University
research,33.30,167,"University of California, Riverside"
research,27.80,167,University of Leicester
research,58.00,167,National Taiwan University
research,29.90,167,Technical University of Denmark
research,40.60,167,Université Catholique de Louvain
research,31.40,172,University of Aberdeen
research,39.50,172,University of Auckland
research,37.40,174,University of Barcelona
research,46.70,175,University of Konstanz
research,41.00,176,Eindhoven University of Technology
research,38.50,176,University College Dublin
research,41.40,178,Hebrew University of Jerusalem
research,43.90,179,University of Waterloo
research,39.80,180,University of Gothenburg
research,23.20,180,Scuola Superiore Sant’Anna
research,31.50,182,University of Bergen
research,31.60,182,Cardiff University
research,35.30,182,University of Utah
research,25.70,185,Brandeis University
research,26.90,185,University of Dundee
research,35.80,185,University of Würzburg
research,29.00,188,Paris-Sud University
research,38.10,189,Arizona State University
research,40.80,190,University of Antwerp
research,29.30,190,Boston College
research,23.90,192,Ulm University
research,26.70,193,University of Luxembourg
research,52.40,193,Texas A&M University
research,22.20,195,Charité - Universitätsmedizin Berlin
research,27.50,196,Newcastle University
research,18.10,196,"St George’s, University of London"
research,27.40,198,University of Trento
research,22.90,199,Paris Diderot University – Paris 7
research,33.30,200,Queen’s University Belfast
research,28.40,201-250,Aalborg University
research,35.10,201-250,"Birkbeck, University of London"
research,29.50,201-250,University of Bologna
research,37.90,201-250,University at Buffalo
research,36.70,201-250,University of Calgary
research,35.30,201-250,Chalmers University of Technology
research,26.70,201-250,City University of Hong Kong
research,26.50,201-250,Copenhagen Business School
research,29.40,201-250,Dalhousie University
research,27.00,201-250,University of Duisburg-Essen
research,30.00,201-250,École Normale Supérieure de Lyon
research,40.10,201-250,Florida State University
research,32.90,201-250,University of Fribourg
research,30.40,201-250,Fudan University
research,23.50,201-250,George Washington University
research,28.60,201-250,Goethe University Frankfurt
research,35.50,201-250,University of Hawai’i at Mānoa
research,35.20,201-250,Hong Kong Polytechnic University
research,29.20,201-250,University of Illinois at Chicago
research,27.30,201-250,Indiana University
research,26.70,201-250,University of Iowa
research,21.70,201-250,Johannes Gutenberg University of Mainz
research,21.60,201-250,Joseph Fourier University
research,20.50,201-250,University of Kiel
research,31.70,201-250,Laval University
research,14.60,201-250,Medical University of Vienna
research,20.60,201-250,Northeastern University
research,15.70,201-250,Oregon Health and Science University
research,30.50,201-250,University of Otago
research,36.70,201-250,University of Ottawa
research,28.80,201-250,Paris Descartes University
research,17.80,201-250,Peter the Great St Petersburg Polytechnic University
research,31.70,201-250,Polytechnic University of Milan
research,27.80,201-250,Royal Veterinary College
research,17.40,201-250,Rush University
research,37.30,201-250,Sapienza University of Rome
research,36.60,201-250,University of Science and Technology of China
research,35.70,201-250,University of South Florida
research,22.00,201-250,Stony Brook University
research,44.50,201-250,University of Stuttgart
research,32.80,201-250,Swedish University of Agricultural Sciences
research,43.20,201-250,Technical University of Darmstadt
research,35.10,201-250,University of Technology Sydney
research,50.50,201-250,Tel Aviv University
research,26.70,201-250,University of Texas at Dallas
research,47.10,201-250,Tilburg University
research,42.70,201-250,Tohoku University
research,47.60,201-250,Tokyo Institute of Technology
research,30.00,201-250,University of Victoria
research,19.50,201-250,Wake Forest University
research,32.40,201-250,University of Western Ontario
research,17.50,201-250,William & Mary
research,31.50,201-250,University of the Witwatersrand
research,32.80,251-300,Aalto University
research,22.10,251-300,Aix-Marseille University
research,27.90,251-300,University of Bath
research,31.20,251-300,Bayreuth University
research,46.20,251-300,Bielefeld University
research,22.00,251-300,University of Bordeaux
research,22.60,251-300,Charles Darwin University
research,30.30,251-300,Colorado School of Mines
research,33.00,251-300,Colorado State University
research,34.00,251-300,University of Delaware
research,25.70,251-300,Flinders University
research,30.50,251-300,University of Georgia
research,25.20,251-300,Griffith University
research,16.20,251-300,University of Iceland
research,47.20,251-300,Indian Institute of Science
research,29.40,251-300,Iowa State University
research,22.80,251-300,James Cook University
research,33.90,251-300,Justus Liebig University Giessen
research,11.80,251-300,King Abdulaziz University
research,27.10,251-300,Koç University
research,43.40,251-300,Korea University
research,36.60,251-300,University of Liège
research,18.90,251-300,Linköping University
research,32.20,251-300,Nanjing University
research,36.60,251-300,National Tsing Hua University
research,25.40,251-300,"National University of Ireland, Galway"
research,26.50,251-300,University of Newcastle
research,30.50,251-300,North Carolina State University
research,28.50,251-300,Oregon State University
research,45.20,251-300,Osaka University
research,35.80,251-300,Queen’s University
research,35.60,251-300,Queensland University of Technology
research,31.50,251-300,Rensselaer Polytechnic Institute
research,20.10,251-300,Royal College of Surgeons in Ireland
research,30.00,251-300,Ruhr University Bochum
research,10.90,251-300,Saint Louis University
research,57.10,251-300,University of São Paulo
research,29.20,251-300,Simon Fraser University
research,28.90,251-300,University of Surrey
research,20.80,251-300,Syracuse University
research,25.70,251-300,University of Tasmania
research,23.20,251-300,"University of Tennessee, Knoxville"
research,15.10,251-300,Tomsk Polytechnic University
research,19.30,251-300,Tulane University
research,25.00,251-300,Umeå University
research,32.00,251-300,Vienna University of Technology
research,38.20,251-300,Virginia Polytechnic Institute and State University
research,28.40,251-300,University of Wollongong
research,46.00,251-300,Zhejiang University
research,18.90,301-350,Aberystwyth University
research,23.10,301-350,University of Alaska Fairbanks
research,30.90,301-350,Autonomous University of Madrid
research,22.10,301-350,Bangor University
research,32.70,301-350,University of Bremen
research,20.40,301-350,University of Cincinnati
research,25.60,301-350,University of Connecticut
research,21.90,301-350,Deakin University
research,33.30,301-350,University of Essex
research,21.20,301-350,George Mason University
research,23.50,301-350,University of Greifswald
research,42.00,301-350,Gwangju Institute of Science and Technology
research,33.80,301-350,University of Hohenheim
research,16.90,301-350,University of Innsbruck
research,12.30,301-350,Kazan Federal University
research,19.10,301-350,University of Kent
research,36.90,301-350,Leibniz University of Hanover
research,27.20,301-350,Macquarie University
research,12.10,301-350,Medical College of Wisconsin
research,24.20,301-350,University of Milan
research,25.50,301-350,University of Milan-Bicocca
research,16.70,301-350,Montpellier University
research,38.90,301-350,Nagoya University
research,14.80,301-350,University of Naples Federico II
research,45.40,301-350,National Chiao Tung University
research,24.10,301-350,National Research Nuclear University MePhI
research,43.10,301-350,National Taiwan University of Science and Technology (Taiwan Tech)
research,20.80,301-350,University of Navarra
research,30.20,301-350,University of Nebraska-Lincoln
research,10.40,301-350,Örebro University
research,22.70,301-350,University of Oregon
research,22.60,301-350,University of Padua
research,22.50,301-350,University of Pavia
research,18.00,301-350,Plymouth University
research,45.20,301-350,Shanghai Jiao Tong University
research,14.70,301-350,University of Southern Denmark
research,35.00,301-350,Stellenbosch University
research,23.40,301-350,University of Strasbourg
research,29.80,301-350,Technical University of Dortmund
research,33.30,301-350,Technion Israel Institute of Technology
research,35.70,301-350,Toulouse 1 Capitole University
research,18.50,301-350,University of Trieste
research,22.30,301-350,University of Turin
research,21.20,301-350,University of Turku
research,24.50,301-350,Vrije Universiteit Brussel
research,15.70,301-350,VŠB - Technical University of Ostrava
research,34.10,301-350,Yonsei University
research,30.80,301-350,York University
research,17.50,351-400,Bilkent University
research,17.40,351-400,"Binghamton University, State University of New York"
research,19.20,351-400,University of Crete
research,28.50,351-400,University of Cyprus
research,14.60,351-400,Drexel University
research,20.70,351-400,University of Eastern Finland
research,20.40,351-400,University of Florence
research,11.20,351-400,University of St Gallen
research,15.80,351-400,Graz University of Technology
research,34.20,351-400,University of Guelph
research,32.60,351-400,Hanyang University
research,12.10,351-400,Hong Kong Baptist University
research,26.50,351-400,University of Houston
research,28.60,351-400,Indian Institute of Technology Bombay
research,25.00,351-400,Instituto Superior Técnico Lisboa
research,25.50,351-400,University of Jyväskylä
research,28.50,351-400,La Trobe University
research,32.20,351-400,Loughborough University
research,26.90,351-400,University of Manitoba
research,21.00,351-400,University of Missouri
research,15.60,351-400,University of Modena and Reggio Emilia
research,13.60,351-400,University of Montana
research,22.80,351-400,"National University of Ireland, Maynooth"
research,13.30,351-400,University of Nebraska Medical Center
research,15.40,351-400,University of New Mexico
research,25.80,351-400,Norwegian University of Science and Technology
research,15.90,351-400,University of Oulu
research,47.60,351-400,Panthéon-Sorbonne University – Paris 1
research,18.60,351-400,Polytechnic University of Turin
research,21.00,351-400,University of Rome III
research,32.30,351-400,Sabancı University
research,27.00,351-400,San Diego State University
research,26.70,351-400,University of South Australia
research,21.50,351-400,University of South Carolina
research,12.10,351-400,University of South Dakota
research,42.30,351-400,State University of Campinas
research,23.50,351-400,University of Stirling
research,24.60,351-400,Sun Yat-sen University
research,23.80,351-400,Swansea University
research,20.20,351-400,Swinburne University of Technology
research,22.80,351-400,University of Tartu
research,18.20,351-400,Temple University
research,16.60,351-400,University of Texas at San Antonio
research,18.70,351-400,UiT The Arctic University of Norway
research,28.30,351-400,Université Libre de Bruxelles
research,9.50,351-400,Lille 2 University – Health and Law
research,23.80,351-400,University College Cork
research,13.10,351-400,Verona University
research,28.70,351-400,Victoria University of Wellington
research,28.20,351-400,Washington State University
research,14.20,351-400,Wayne State University
research,16.50,401-500,American University
research,20.40,401-500,Aston University
research,26.50,401-500,University of Aveiro
research,21.60,401-500,University of Bari Aldo Moro
research,21.30,401-500,Bar-Ilan University
research,12.60,401-500,Bournemouth University
research,14.80,401-500,University of Brescia
research,14.70,401-500,Brno University of Technology
research,23.30,401-500,Brunel University London
research,27.80,401-500,Ca’ Foscari University of Venice
research,13.20,401-500,University of Cagliari
research,22.50,401-500,University of Canterbury
research,11.30,401-500,Catholic University of the Sacred Heart
research,21.50,401-500,Charles University in Prague
research,29.40,401-500,"China Medical University, Taiwan"
research,21.20,401-500,City University London
research,13.20,401-500,Claude Bernard University Lyon 1
research,26.50,401-500,University of Coimbra
research,27.60,401-500,Complutense University of Madrid
research,23.40,401-500,Concordia University
research,20.20,401-500,Curtin University
research,25.20,401-500,Dublin City University
research,17.10,401-500,East China University of Science and Technology
research,18.30,401-500,Ewha Womans University
research,10.10,401-500,Federico Santa María Technical University
research,17.20,401-500,University of Ferrara
research,18.10,401-500,Florida International University
research,14.20,401-500,University of Genoa
research,19.50,401-500,Georgia State University
research,16.30,401-500,University of Graz
research,22.40,401-500,Heriot-Watt University
research,32.80,401-500,Hokkaido University
research,11.00,401-500,Howard University
research,16.10,401-500,University of Hull
research,19.40,401-500,University of Idaho
research,25.80,401-500,Indian Institute of Technology Delhi
research,30.50,401-500,Indian Institute of Technology Kharagpur
research,20.70,401-500,Indian Institute of Technology Madras
research,17.70,401-500,University of Ioannina
research,26.00,401-500,Iran University of Science and Technology
research,13.80,401-500,Johannes Kepler University of Linz
research,22.60,401-500,University of Kaiserslautern
research,17.60,401-500,Keele University
research,25.70,401-500,University of KwaZulu-Natal
research,27.60,401-500,Kyung Hee University
research,27.50,401-500,Kyushu University
research,15.00,401-500,Lehigh University
research,27.70,401-500,Louisiana State University
research,17.00,401-500,University of Macau
research,10.60,401-500,Makerere University
research,11.00,401-500,Marche Polytechnic University
research,18.20,401-500,"University of Maryland, Baltimore County"
research,19.60,401-500,Murdoch University
research,12.20,401-500,University of Nantes
research,16.30,401-500,National and Kapodistrian University of Athens
research,40.20,401-500,National Autonomous University of Mexico
research,40.20,401-500,National Cheng Kung University
research,10.60,401-500,National Institute of Applied Sciences of Lyon (INSA Lyon)
research,18.50,401-500,National Yang-Ming University
research,14.70,401-500,University of Neuchâtel
research,21.90,401-500,New University of Lisbon
research,16.10,401-500,University of Nice Sophia Antipolis
research,30.80,401-500,Novosibirsk State University
research,13.80,401-500,The Open University
research,18.80,401-500,Oxford Brookes University
research,9.10,401-500,University of Palermo
research,16.60,401-500,University of Parma
research,18.90,401-500,University of Pisa
research,14.80,401-500,Polytechnic University of Catalonia
research,21.30,401-500,Pontifical Catholic University of Chile
research,28.20,401-500,University of Porto
research,10.90,401-500,University of Portsmouth
research,17.70,401-500,RMIT University
research,17.20,401-500,University of Rome II – Tor Vergata
research,14.80,401-500,University of Rovira i Virgili
research,31.40,401-500,Saint Petersburg State University
research,13.20,401-500,University of Salento
research,12.90,401-500,University of San Francisco
research,22.40,401-500,University of Saskatchewan
research,30.10,401-500,Sharif University of Technology
research,17.80,401-500,University of Siena
research,18.30,401-500,Southern Cross University
research,35.30,401-500,State University of New York Albany
research,28.00,401-500,University of Strathclyde
research,13.70,401-500,University of Tampere
research,17.20,401-500,Tampere University of Technology
research,18.30,401-500,Tokyo Medical and Dental University (TMDU)
research,11.40,401-500,Tokyo Metropolitan University
research,30.00,401-500,University of Tsukuba
research,20.50,401-500,University of Ulsan
research,13.20,401-500,Ulster University
research,24.50,401-500,Université du Québec à Montréal
research,14.60,401-500,Universiti Teknologi Malaysia
research,8.70,401-500,University of Urbino Carlo Bo
research,16.90,401-500,University of Valencia
research,18.20,401-500,University of Waikato
research,24.60,401-500,Western Sydney University
research,26.80,401-500,Wuhan University
research,15.60,401-500,Xiamen University
research,11.20,501-600,American University of Beirut
research,25.70,501-600,Amirkabir University of Technology
research,13.80,501-600,"University of the Andes, Colombia"
research,17.40,501-600,University of Arkansas
research,19.40,501-600,Auburn University
research,12.50,501-600,Babeş-Bolyai University
research,11.90,501-600,University of the Basque Country
research,23.70,501-600,Bauman Moscow State Technical University
research,21.30,501-600,Ben-Gurion University of the Negev
research,2.90,501-600,Blaise Pascal University
research,17.20,501-600,Boğaziçi University
research,8.80,501-600,University of Burgundy
research,19.30,501-600,University of Canberra
research,24.00,501-600,Carleton University
research,15.90,501-600,University of Catania
research,11.40,501-600,Central Queensland University
research,19.60,501-600,University of Chile
research,24.90,501-600,China Agricultural University
research,27.60,501-600,Chung-Ang University
research,9.30,501-600,Czech Technical University in Prague
research,10.10,501-600,De Montfort University
research,14.70,501-600,East China Normal University
research,16.10,501-600,Edith Cowan University
research,19.70,501-600,Federal University of Rio de Janeiro
research,14.70,501-600,University of Granada
research,29.50,501-600,University of Haifa
research,27.30,501-600,Harbin Institute of Technology
research,9.50,501-600,University of Hertfordshire
research,18.90,501-600,Hiroshima University
research,22.70,501-600,Huazhong University of Science and Technology
research,20.70,501-600,Indian Institute of Technology Guwahati
research,15.00,501-600,Indian Institute of Technology Kanpur
research,17.50,501-600,Indian Institute of Technology Roorkee
research,23.00,501-600,Isfahan University of Technology
research,25.80,501-600,Istanbul Technical University
research,22.20,501-600,Jadavpur University
research,14.80,501-600,Kanazawa University
research,17.50,501-600,Kansas State University
research,17.50,501-600,Keio University
research,14.20,501-600,Kent State University
research,16.10,501-600,King Fahd University of Petroleum and Minerals
research,17.50,501-600,King Saud University
research,10.00,501-600,University of La Laguna
research,27.50,501-600,Lappeenranta University of Technology
research,16.30,501-600,University of Limerick
research,18.30,501-600,University of Lisbon
research,11.60,501-600,Liverpool John Moores University
research,15.10,501-600,Mahidol University
research,10.60,501-600,Manchester Metropolitan University
research,11.50,501-600,University of Maribor
research,22.90,501-600,Masaryk University
research,17.10,501-600,Massey University
research,15.80,501-600,Memorial University of Newfoundland
research,17.30,501-600,Middle East Technical University
research,20.10,501-600,University of Minho
research,18.40,501-600,Missouri University of Science and Technology
research,21.80,501-600,Montana State University
research,12.70,501-600,Monterrey Institute of Technology and Higher Education
research,23.20,501-600,National Central University
research,33.00,501-600,National Sun Yat-Sen University
research,31.30,501-600,National Taiwan Normal University
research,15.00,501-600,National Technical University of Athens
research,16.60,501-600,New Jersey Institute of Technology
research,19.20,501-600,New Mexico State University
research,15.30,501-600,University of North Carolina at Greensboro
research,22.70,501-600,Oklahoma State University
research,13.40,501-600,Osaka City University
research,14.40,501-600,Otto von Guericke University of Magdeburg
research,10.80,501-600,University of Oviedo
research,11.80,501-600,Palacký University in Olomouc
research,8.80,501-600,Panjab University
research,11.10,501-600,Paris Dauphine University
research,24.10,501-600,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)
research,14.40,501-600,Portland State University
research,21.20,501-600,University of Pretoria
research,24.70,501-600,Pusan National University
research,9.90,501-600,Quaid-i-azam University
research,15.80,501-600,University of Regina
research,13.70,501-600,Renmin University of China
research,10.30,501-600,University of Rennes 1
research,16.90,501-600,University of Salamanca
research,14.10,501-600,University of Santiago de Compostela
research,10.60,501-600,Semmelweis University
research,14.90,501-600,University of Seville
research,9.50,501-600,Université de Sherbrooke
research,13.70,501-600,Soochow University
research,22.10,501-600,South China University of Technology
research,15.00,501-600,Tallinn University of Technology
research,20.00,501-600,Tehran University of Medical Sciences
research,10.10,501-600,University of Texas at Arlington
research,34.40,501-600,Tianjin University
research,24.10,501-600,Tokyo University of Agriculture and Technology
research,13.40,501-600,University of Toledo
research,29.20,501-600,Tongji University
research,12.90,501-600,University of Tulsa
research,14.80,501-600,United Arab Emirates University
research,15.80,501-600,University of Warsaw
research,13.80,501-600,University of Wisconsin-Milwaukee
research,22.50,501-600,Xi’an Jiaotong University
research,12.70,501-600,University of Zaragoza
research,10.00,601-800,University of A Coruña
research,11.00,601-800,Adam Mickiewicz University
research,3.70,601-800,AGH University of Science and Technology
research,11.90,601-800,Ajou University
research,11.20,601-800,University of Alcalá
research,8.20,601-800,Alexandria University
research,13.60,601-800,Alexandru Ioan Cuza University
research,10.00,601-800,Aligarh Muslim University
research,10.60,601-800,American University of Sharjah
research,5.80,601-800,Amrita University
research,22.60,601-800,Anadolu University
research,6.90,601-800,Andhra University
research,21.10,601-800,University of Antioquia
research,15.00,601-800,Aristotle University of Thessaloniki
research,15.90,601-800,"Asia University, Taiwan"
